Column,YEAR,SOCIETY,1L_MS,2L_MS,3L_MS,NO_MS,Name_Ac_Title,Names,Occupation,Occupation_General,Occupation_Rank,Ad_Society,Place,place_reconciled,Qid,coordinate_location,country_reconciled,Country,Original_LINE
12,1877,GEG,HM,HL,,12,,A. A. Ssaburoff,"Wirkl. Staatsrath, Curator des Dörptschen Lehrbezirks",Schulwesen,Wirklicher Staatsrat (Russland),,,,,,,,"A. A. Ssaburoff|, WML Staatsrath, Curator des Dörptschen Lehrbezirks."
13,1877,GEG,HM,HL,,13,Cand.,A. Schwabe,,,,,Reval,Tallinn,Q1770,"59.437222222222,24.745",Estonia,,Cand. A. Schwabe| in Reval.
14,1877,GEG,HM,HL,,14,,Carl Graf Sievers,,,,,Wenden,Cēsis,Q107582,"57.313055555556,25.274722222222",Latvia,,Carl Graf Sievers| in Wenden.
15,1877,GEG,HM,HL,,15,,W. v. Stryk,Landrath ,Verwaltung,,,Brinckenhof,Briņķi,Q22117464,"57.04055556,22.55472222",Latvia,,"W. v. Stryk|, Landrath, auf Brinckenhof."
16,1877,GEG,HM,HL,,16,,F. I. Wiedemann,"Geheimrath, Akademiker",Hochschulwesen,Geheimrat,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,"F. I. Wieöemann|, Geheimrath, Akademiker in St. Petersburg."
17,1877,GEG,HM,AB,,17,Dr.,Fr. G. von Bunge,Wirkl. Staatsrath,rank,Wirklicher Staatsrat (Russland),,Gotha,Gotha,Q6986,"50.948888888889,10.718333333333",Germany,,"Dr. Fr. G. von Bunge|, Wirkl. Staatsrath in Gotha."
18,1877,GEG,HM,AB,,18,Dr.,C. A. Herrmann,Professor der Geschichte,Hochschulwesen,,,Marburg,Marburg,Q3869,"50.816666666667,8.7666666666667",Germany,,"Dr. C. A. Herrmann|, Professor der Geschichte in Marburg."
19,1877,GEG,HM,AB,,19,Dr.,Paul Hunfalvy,Akademiker,Hochschulwesen,,,Pest,Pest,Q210205,"47.5,19.1",Hungary,,"Dr. Paul 'Hunfalvy|, Akademiker in Pest."
20,1877,GEG,HM,AB,,20,Dr.,A. F. Pott,Professor der allgemeinen Sprach-Wissenschaft,Hochschulwesen,,,Halle,Halle (Saale),Q2814,"51.48277777777778,11.969722222222222",Germany,,"Dr. A. F. Pott|, Professor der allgemeinen Sprach-Wissenschaft in Halle."
21,1877,GEG,HM,AB,,21,Dr.,W. Schott,Professor der philosophischen Facultät,Hochschulwesen,,,Berlin,Berlin,Q64,"52.516666666667,13.383333333333",Germany,,"Dr. W. Schott|, Professor der philosophischen Facultät in Berlin."
22,1877,GEG,HM,AB,,22,Dr.,C. Schirren,Professor der Geschichte,Hochschulwesen,,,Kiel,Kiel,Q1707,"54.323333333333,10.139444444444",Germany,,"Dr. C. Schirren|, Professor der Geschichte in Kiel."
23,1877,GEG,HM,AB,,23,Dr.,E. A. Winkelmann,Professor der Geschichte,Hochschulwesen,,,Heidelberg,Heidelberg,Q2966,"49.412222222222,8.71",Germany,,"Dr. E. A. Winkelmann|, Professor der Geschichte in Heidelberg."
24,1877,GEG,OM,HL,IN,1,Mag.,Paul Alexejew,"Professor der Theologie für die Stud orthod-griech Confession, Protohierei",Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Mag. Paul Alexejew|, Professor der Theologie für die Stud. orthod.-griech. Consession, Protohierei."
25,1877,GEG,OM,HL,IN,2,,Erwin Bauer,Stud. hist.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Erwin Bauer|,  Stud. bist ."
26,1877,GEG,OM,HL,IN,3,,Karl Beckmann,Stud. pharmac.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Kar l  Beckmann|, Stud. pharmac."
27,1877,GEG,OM,HL,IN,4,Dr.,Theodor Beise,"Dimitt. Syndicus der Uni­versität, Staatsrath",Hochschulwesen,Staatsrat,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. Theodor Beise|, bimüt. Syndicus der Uni­versität, Staats rath."
28,1877,GEG,OM,HL,IN,5,,Theodor Beise,,,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,Theodor Beise|.
29,1877,GEG,OM,HL,IN,6,,Johannes Beise,,,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,Zo Hannes Beise|.
30,1877,GEG,OM,HL,IN,7,,Christoph Berens,Stud. jur.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Chr istoph Berens|, Stud. jur ."
31,1877,GEG,OM,HL,IN,8,Dr.,E. Bergmann,Professor der Chirurgie,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. E. Bergmann|, Professor der Chirurgie."
32,1877,GEG,OM,HL,IN,9,,Rob. von Äehaghel-Adlerskron,Accise-Beamter,Verwaltung,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Rob. von Äehaghel-Adlerskron|, Accise-Beamter."
33,1877,GEG,OM,HL,IN,10,,H. Bernewitz,Stud. hist.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"H. Bernewitz|, Stud. bist."
34,1877,GEG,OM,HL,IN,11,Dr.,Alexander Brückner,Professor der Geschichte Rußlands,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. Alexander Brückner|, Professor der Ge-schichte Rußlands."
35,1877,GEG,OM,HL,IN,12,,G. Blumberg,Gymnasiallehrer,Schulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"G. Blumberg|, Gymnasiallehrer."
36,1877,GEG,OM,HL,IN,13,Dr.,B. Brunner,Professor der Technologie und Landwirtschaft,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. B. Brunner|, Professor der Technologie und Landwirtschaft."
37,1877,GEG,OM,HL,IN,14,,Arendt Buchholtz,Stud. philol.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Arendt Buchholtz|, Stud. pbilol."
38,1877,GEG,OM,HL,IN,15,,Constantin Baron Budberg,Dimitt. Oberst,Militär,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Constantin Baron Budberg|, Mm. Oberst."
39,1877,GEG,OM,HL,IN,16,,Alex. v. Cossart,,,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,Alex. v. Cossart|.
40,1877,GEG,OM,HL,IN,17,Dr.,Th. Clausen,Professor emeritus der Astronomie,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. TH. Clausen|, Prof. emer. der Astronomie."
41,1877,GEG,OM,HL,IN,18,,A. von Dehn,Kreisrichter,Juristerei,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"A. von Dehn|, Kreisrichter."
42,1877,GEG,OM,HL,IN,19,Dr.,G. Dragendorff,Professor der Pharmacie,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. G. Dragendorff|, Professor der Pharmacie."
43,1877,GEG,OM,HL,IN,20,Dr.,I. Engelmann,Professor des russischen Rechts,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. I. Engelmann|, Professor des russischen Rechts."
44,1877,GEG,OM,HL,IN,21,Dr.,M. v. Engelhardt,Professor der historischen Theologie,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. M. v. Engelhardt|, Professor der historischen Theologie."
45,1877,GEG,OM,HL,IN,22,,Alexander Enmann,Stud. hist.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Alexander Enmann|, stud. hist"
46,1877,GEG,OM,HL,IN,23,,W. Eisenschmidt,Pastor an der St. Petri-Gemeinde,Pfarrwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"W. Eisenschmidt|, Pastor an der St. Petri-Gemeinde."
47,1877,GEG,OM,HL,IN,24,,Th. Gööck,Director des Gymnasiums,Schulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Th. Gööck|, Director des Gymnasiums."
48,1877,GEG,OM,HL,IN,25,,Adolf Grenzstein,Seminarlehrer,Schulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Adolf Grenzstein|, Seminarlehrer."
49,1877,GEG,OM,HL,IN,26,,Roman Grewendorff,Stud. med.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Roman Grewendorff|, stud. med."
50,1877,GEG,OM,HL,IN,27,,H. E. Hartmann,,,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,H. E. Hartmann|.
51,1877,GEG,OM,HL,IN,28,,Arnold Hasselblatt,Cand. hist.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Arnold Hasselblatt|, Cand. hist."
52,1877,GEG,OM,HL,IN,29,Mag.,R. Hausmann,Professor der Geschichte,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Mag. R. Hausmann|, Professor der Geschichte"
53,1877,GEG,OM,HL,IN,30,,Bernhard Hollander,Stud. hist.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Bernhard Hollander|, Stud. hist."
54,1877,GEG,OM,HL,IN,31,,Joh. Heinrich Hollander,Stud. jur.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Joh. Heinrich Hollander|, Stud. jur."
55,1877,GEG,OM,HL,IN,32,,Woldemar Höppener,Stud. jur.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Woldemar Höppener|, Stud. jur."
56,1877,GEG,OM,HL,IN,33,,Fr. Hollmann,Seminar-Director,Schulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Fr. Hollmann|, Seminar-Director."
57,1877,GEG,OM,HL,IN,34,,Ferdinand Hörschelmann,Professor der Theologie,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Ferdinand Hörschelmann|, Professor der Theologie."
58,1877,GEG,OM,HL,IN,35,,I. W. Jansen,Redacteur,Buchwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"I. W. Jansen|, Redacteur."
59,1877,GEG,OM,HL,IN,36,,Harry Jansen,Stud. dipl.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Harry Jansen|, Stud. dipl."
60,1877,GEG,OM,HL,IN,37,,E. F. Ianter,Dimitt. Pastor,Pfarrwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"E. F.I a nter|, dim. Pastor."
61,1877,GEG,OM,HL,IN,38,,Michail Jürmann,Stud. theol.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Michail Jürmann|, Stud. theol."
62,1877,GEG,OM,HL,IN,39,,Wilhelm Just,Buchhändler und Antiquar,Buchwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Wilhelm Just|, Buchhändler und Antiquar."
63,1877,GEG,OM,HL,IN,40,,Joh. Kerg,Stud. theol.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Joh. Kerg|, Stud. theol."
64,1877,GEG,OM,HL,IN,41,,C. Körber,Dimitt. Pastor,Pfarrwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"C. Körber|, dim. Pastor."
65,1877,GEG,OM,HL,IN,42,,Ed. Kossak,Stud. hist.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Ed. Kossak|, Stud. hist."
66,1877,GEG,OM,HL,IN,43,,Johann Kreßmann,Stud. pharm.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Johann Kreßmann|, Stud. pharm."
67,1877,GEG,OM,HL,IN,44,,A. Kurrik,Lehrer,Schulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"A. Kurrik|, Lehrer."
68,1877,GEG,OM,HL,IN,45,,H. Laakmann,Buchdrucker und Verleger,Buchwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"H. Laak mann|, Buchdrucker und Verleger."
69,1877,GEG,OM,HL,IN,46,,Martin Lipp,Stud. theol.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Martin Lipp|, Stud. theol."
70,1877,GEG,OM,HL,IN,47,Cand.,I. G. Ludwigs,Coll.-Assessor,rank,Kollegienassessor,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Cand. I. G. Ludwigs|, Eoll.-Assessor."
71,1877,GEG,OM,HL,IN,48,,E. v. Lanting,,,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,E. v. Lanting|.
72,1877,GEG,OM,HL,IN,49,,A. Lundmann,Gymnasiallehrer,Schulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"A. Lundmann|, Gymnasiallehrer."
73,1877,GEG,OM,HL,IN,50,Dr.,E. Mattiesen,,,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,Dr. E. Mattiesen|.
74,1877,GEG,OM,HL,IN,51,,I. Baron Maydell-Krüdnershof,Dimitt. Kreisrichter,Juristerei,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"I. Baron Maydell-Krüdnershof|, dim. Kreis-richtet."
75,1877,GEG,OM,HL,IN,52,Dr.,Ludwig Mendelssohn,Professor der Philologie,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. Ludwig Mendelssohn|, Professor der Philologie."
76,1877,GEG,OM,HL,IN,53,,D. W. von Meves,Schul-Inspector,Schulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"D. W. von Meves|, Schul-Jnspector."
77,1877,GEG,OM,HL,IN,54,Dr.,Leo Meyer,Professor der deutschen und vergleichenden Sprachkunde,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. Leo Meyer|, Professor der deutschen und ver-gleichenden Sprachkunde."
78,1877,GEG,OM,HL,IN,55,,H. Meyer,Stud. med.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"H. Meyer|, Stud. med."
79,1877,GEG,OM,HL,IN,56,,C. von Zur-Mühlen,Director des Credit-Systems,Bankwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"C. von Zur-Mühlen|, Director des Credit-Systems."
80,1877,GEG,OM,HL,IN,57,,C. Mickwitz,Inspector des Gymnasiums,Schulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"C. Mickwitz|, Jnspector des Gymnasiums."
81,1877,GEG,OM,HL,IN,58,,H. H. Niggol,Elementarlehrer,Schulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"H. H. Niggol|, Elementarlehrer."
82,1877,GEG,OM,HL,IN,59,Dr.,Arthur von Oettingen,Professor der Physik,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr.Arthur vonOettingen|, Professor der Physik."
83,1877,GEG,OM,HL,IN,60,,T. Peck,Canzleibeamter des Raths,Verwaltung,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"T. Peck|, Canzleibeamter des Raths."
84,1877,GEG,OM,HL,IN,61,Dr.,Eugen Petersen,Professor der altclassischen Philologie,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. Eugen Petersen|, Professor der altclassischen Philologie."
85,1877,GEG,OM,HL,IN,62,,Ad. Petersenn,Stud. philol.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Ad. Petersenn|, Stud. philol."
86,1877,GEG,OM,HL,IN,63,,Ottomar Radecki,Stud. jur.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Ottomar Radecki|, Stud. jur."
87,1877,GEG,OM,HL,IN,64,,Louis Baron Rossillon,Wirkl. Staatsrath,rank,Wirklicher Staatsrat (Russland),,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Louis Baron Rossillon|, Wirkl. Staatsrath."
88,1877,GEG,OM,HL,IN,65,,R. Rech,Revisor,Bankwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,R. Rech|. Revisor.
89,1877,GEG,OM,HL,IN,66,,Ad. Sachsendahl,Stud. med.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Ad. Sachsendahl|, Stud. med."
90,1877,GEG,OM,HL,IN,67,,Joh. Sachsendahl,Stud. med.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Joh. Sachsendahl|, Stud. med."
91,1877,GEG,OM,HL,IN,68,,Walter von Samson,Stud. jur.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Walter von Samson|, Stud. jur."
92,1877,GEG,OM,HL,IN,69,Dr.,Wolfgang Schlüter,Privatlehrer,Schulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. Wolfgang Schlüter|, Privatlehrer."
93,1877,GEG,OM,HL,IN,70,Mag.,Leopold Schroeder,Privatdocent,Schulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Mag. Leopold Schroeder|, Privatdocent."
94,1877,GEG,OM,HL,IN,71,,Leonhard von Stryk,Secretär des Credit-Systems,Bankwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Leonhard von Stryk|, Secretär des Credit-Systems."
95,1877,GEG,OM,HL,IN,72,Dr.,L. Stieda,Professor der Anatomie,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. L. Stieda|, Professor der Anatomie."
96,1877,GEG,OM,HL,IN,73,Dr.,O. Schmidt,Professor der Jurisprudenz,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. O. Schmidt|, Professor der Jurisprudenz."
97,1877,GEG,OM,HL,IN,74,,R. Stillmark,Obersecretär des Raths,Verwaltung,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"R. Still mark|, Obersecretär des Raths."
98,1877,GEG,OM,HL,IN,75,Dr.,Alex. Schmidt,Professor der Physiologie,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. Alex. Schmidt|, Professor der Physiologie."
99,1877,GEG,OM,HL,IN,76,,B. Sperrlingk,Stud. theol.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"B. Sperrlingk|, Stud. theol."
100,1877,GEG,OM,HL,IN,77,,W. Töpffer,Bürgermeister,Verwaltung,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"W. Töpffer|, Bürgermeister."
101,1877,GEG,OM,HL,IN,78,,H. Treffner,Stud. theol.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"H. Tresfner|, Stud. theol."
102,1877,GEG,OM,HL,IN,79,,Harald Baron Toll,Cand. jur.,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Harald Baron Toll|, Cand. jur."
103,1877,GEG,OM,HL,IN,80,Dr. phil.,Mich. Weske,Lector der estnischen Sprache,Hochschulwesen,,,,Tartu,Q13972,"58.38,26.7225",Estonia,,"Dr. phil. Mich. Weske|, Lector der estn. Sprache."
104,1877,GEG,OM,,OUT,87,,N. Andersohn,Oberlehrer am Gymnasium,Schulwesen,,,Minsk,Minsk,Q2280,"53.902246,27.561837",Belarus,,"N. Andersohn|, Oberlehrer am Gymnasium in Minsk."
105,1877,GEG,OM,,OUT,88,,Fr. Amelung,Fabrikbesitzer,Besitzbürgertum,,,Woisek,Võisiku,Q849030,"58.625555555556,25.918888888889",Estonia,,"Fr. Amelung|, Fabrikbesitzer in Woisek."
106,1877,GEG,OM,,OUT,89,Dr.,H. E. Benrath,,,,,Wette,Võisiku,Q849030,"58.625555555556,25.918888888889",Estonia,,Dr. H. E. Benrath| in Wette.
107,1877,GEG,OM,,OUT,90,Mag.,C. Blumberg,Professor am Veterinär-Institut,Hochschulwesen,,,Kasan,Kazan,Q900,"55.790833333333,49.114444444444",Russia,,"Mag. C. Blumberg|, Professor am Veter.-Jnstitut in Kasan."
108,1877,GEG,OM,,OUT,91,Dr.,Roderich Bidder,Pastor,Pfarrwesen,,,Lais,Laiuse,Q993245,"58.784444444444,26.497222222222",Estonia,,"Dr. Roderich Bidder|, Pastor in Lais."
109,1877,GEG,OM,,OUT,92,,Johann Bergmann,Buchdrucker,Buchwesen,,,,,,,,,"Johann Bergmann|, Buchdrucker."
110,1877,GEG,OM,,OUT,93,,C. von Brasch-Aya,Dimitt. Landrath,Verwaltung,,,,,,,,,"C. von Brasch-Aya|, bimitt. Landrath."
111,1877,GEG,OM,,OUT,94,Dr.,V. v. Brasch-Ropkoy,,,,,,,,,,,Dr. V. v. Brasch-Ropkoy|.
112,1877,GEG,OM,,OUT,95,,Alex. Buchholtz,Redacteur,Buchwesen,,,Riga,Riga,Q1773,"56.9475,24.106944444444",Latvia,,"Alex. Buchholtz|, Rebacteur in Riga."
113,1877,GEG,OM,,OUT,96,,Hermann Baron Bruiningk,,,,,Riga,Riga,Q1773,"56.9475,24.106944444444",Latvia,,Hermann Baron Bruiningk| in Riga.
114,1877,GEG,OM,,OUT,97,Dr.,A. Christiani,General-Superintendant,Pfarrwesen,,,Riga,Riga,Q1773,"56.9475,24.106944444444",Latvia,,"Dr. A. Christiani|, General - Superintenbent in Riga."
115,1877,GEG,OM,,OUT,98,,Georg Cramer,Gutsbesitzer,Besitzbürgertum,,,Haakhof bei Narva,Aa Manor,Q16409363,"59.42527778,27.15066667",Estonia,,"GeorgCramer|,GutsbesitzerausHaakhofbeiNarva."
116,1877,GEG,OM,,OUT,99,,O. Dieckhos,,,,,Illuxt,Ilūkste,Q580373,"55.978055555556,26.296666666667",Latvia,,O. Dieckhos| in Jlluxt.
117,1877,GEG,OM,,OUT,100,Dr.,Fr. Enghoff,,,,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,Dr. Fr. Enghofs| in St. Petersburg.
118,1877,GEG,OM,,OUT,101,,Leocadie Freytag-Loringhofen,Geb. Baronesse v. Campenhausen,Frau,,,,,,,,,"Frau Leocabie Freytag-Loring Hofen|, geb. Baronesse v. Campenhausen."
119,1877,GEG,OM,,OUT,102,Mag.,K. Görtz,Professor der Archäologie an der Universität zu Moskau,Hochschulwesen,,,Moskau,Moscow,Q649,"55.755833333333,37.617777777778",Russia,,"Mag. K. Görtz|, Professor der Archäologie an der Universität zu Moskau."
120,1877,GEG,OM,,OUT,103,Mag.,H. Grass,Director der St. Petri-Kirchenschule,Schulwesen,,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,"Mag. H. Grass|, Director ber St. Petri-Kirchen» schule in St. Petersburg."
121,1877,GEG,OM,,OUT,104,Dr.,I. Girgensohn,Lehrer am Real-Gymnasium,Schulwesen,,,Riga,Riga,Q1773,"56.9475,24.106944444444",Latvia,,"Dr.I . Girgensohn|, Lehrer amReal-Gymnasium in Riga."
122,1877,GEG,OM,,OUT,105,,H. Hansen,Procuraführer der russischen Bank für auswärtigen Handel,Bankwesen,,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,"H. Hansen|, Procuraführer ber russischen Bank für auswärtigen Hcinbel in St. Petersburg."
123,1877,GEG,OM,,OUT,106,,Ferbinand Holst,Verwalter,Verwaltung,,,Oberpahlen,Põltsamaa,Q642660,"58.653333333333,25.972222222222",Estonia,,"Ferbinanb Holst|, Verwalter in Oberpahlen."
124,1877,GEG,OM,,OUT,107,Dr. med.,Hirsch,,,,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,Dr. med. Hirsch| in Petersburg.
125,1877,GEG,OM,,OUT,108,,I. Hurt,Pastor,Pfarrwesen,,,Odenpäh,Otepää,Q339347,"58.057222222222,26.498333333333",Estonia,,"I. Hurt|, Pastor zu Obenpäh."
126,1877,GEG,OM,,OUT,109,,W. Jakowlew,Professor an der Universität Warschau,Hochschulwesen,,,Warschau,Warsaw,Q270,"52.23,21.011111111111113",Poland,,"W. Jakowlew|, Prof. an ber Universität Warschau."
127,1877,GEG,OM,,OUT,110,,I. Köhler,Professor,Hochschulwesen,,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,"I. Köhler|, Professor in Petersburg."
128,1877,GEG,OM,,OUT,111,,G. Kriegsmann,,,,,Rantzen,Baloži,Q757043,"56.875,24.119444444444",Latvia,,G. Kriegsmann| in Rantzen.
129,1877,GEG,OM,,OUT,112,Dr.,A. Kotljarewsky,Professor an der Universität zu Kiew,Hochschulwesen,,,Kiew,Kyiv,Q1899,"50.45,30.523611111111",Ukraine,,"Dr. A. Kotljarewsky|, Professor an der Uni-versität zu Kiew."
